order_id,customer_id,city,state,order_date,total_units,revenue,product_name,category_name,brand_name,store_name
51,2898,Charlotte,NC,2023-02-01,5,2395,Coffee Table,Living Room,CraftsWell,Peachtree Home Interiors
52,2473,Charlotte,NC,2020-01-01,4,652,Coffee Table,Living Room,UrbanFurnish,Peachtree Home Interiors
53,4910,Miami,FL,2022-11-16,3,492,Sofa,Living Room,CraftsWell,Peachtree Home Interiors
54,8805,Miami,FL,2021-09-03,3,756,Chair,Office,ComfortHome,Peachtree Home Interiors
55,5051,Charlotte,NC,2021-05-10,1,293,Coffee Table,Living Room,ComfortHome,Peachtree Home Interiors
56,4943,Atlanta,GA,2020-10-10,1,62,Bookshelf,Living Room,UrbanFurnish,Peachtree Home Interiors
57,8877,Miami,FL,2022-10-24,2,572,Dining Table,Dining Room,Elegance,Peachtree Home Interiors
58,1012,Atlanta,GA,2023-05-05,4,312,Sofa,Living Room,UrbanFurnish,Peachtree Home Interiors
59,9026,Charlotte,NC,2022-12-12,4,700,Coffee Table,Living Room,CraftsWell,Peachtree Home Interiors
60,1164,Miami,FL,2020-02-20,1,109,Dining Table,Dining Room,Homely,Peachtree Home Interiors
61,8228,Atlanta,GA,2021-02-09,2,148,Bookshelf,Living Room,UrbanFurnish,Peachtree Home Interiors
62,2162,Charlotte,NC,2023-04-16,3,186,Chair,Office,Homely,Peachtree Home Interiors
63,5922,Atlanta,GA,2023-07-17,5,1890,Chair,Office,Homely,Peachtree Home Interiors
64,4378,Nashville,TN,2021-08-17,3,708,Bookshelf,Living Room,CraftsWell,Peachtree Home Interiors
65,8266,Miami,FL,2020-01-31,5,2150,Bookshelf,Living Room,Homely,Peachtree Home Interiors
66,1296,Atlanta,GA,2021-11-10,1,195,Chair,Office,ComfortHome,Peachtree Home Interiors
67,4947,Orlando,FL,2021-05-27,4,468,Coffee Table,Living Room,Homely,Peachtree Home Interiors
68,8920,Miami,FL,2023-11-12,5,875,Sofa,Living Room,ComfortHome,Peachtree Home Interiors
69,4166,Orlando,FL,2022-10-13,5,545,Chair,Office,CraftsWell,Peachtree Home Interiors
70,4458,Charlotte,NC,2022-03-21,2,462,Bookshelf,Living Room,UrbanFurnish,Peachtree Home Interiors
71,2092,Charlotte,NC,2023-09-15,2,724,Bookshelf,Living Room,Homely,Peachtree Home Interiors
72,8709,Nashville,TN,2022-01-19,3,1314,Chair,Office,Elegance,Peachtree Home Interiors
73,9989,Miami,FL,2023-09-07,3,942,Sofa,Living Room,ComfortHome,Peachtree Home Interiors
74,1747,Nashville,TN,2020-02-05,5,830,Chair,Office,UrbanFurnish,Peachtree Home Interiors
75,4539,Atlanta,GA,2022-05-08,1,176,Dining Table,Dining Room,UrbanFurnish,Peachtree Home Interiors
76,8330,Nashville,TN,2023-12-18,1,195,Dining Table,Dining Room,UrbanFurnish,Peachtree Home Interiors
77,9336,Nashville,TN,2023-01-15,2,588,Coffee Table,Living Room,ComfortHome,Peachtree Home Interiors
78,7332,Atlanta,GA,2020-02-10,4,672,Dining Table,Dining Room,Homely,Peachtree Home Interiors
79,9096,Nashville,TN,2020-06-30,1,377,Coffee Table,Living Room,Elegance,Peachtree Home Interiors
80,2828,Miami,FL,2022-03-11,5,1415,Coffee Table,Living Room,ComfortHome,Peachtree Home Interiors
81,6854,Orlando,FL,2023-09-12,5,2130,Chair,Office,ComfortHome,Peachtree Home Interiors
82,9252,Nashville,TN,2023-11-10,2,762,Dining Table,Dining Room,Homely,Peachtree Home Interiors
83,9240,Atlanta,GA,2020-07-10,4,1932,Coffee Table,Living Room,UrbanFurnish,Peachtree Home Interiors
84,4167,Nashville,TN,2023-05-23,2,530,Dining Table,Dining Room,UrbanFurnish,Peachtree Home Interiors
85,3740,Atlanta,GA,2023-04-12,1,445,Sofa,Living Room,CraftsWell,Peachtree Home Interiors
86,3466,Orlando,FL,2020-08-21,4,1368,Sofa,Living Room,Homely,Peachtree Home Interiors
87,2419,Miami,FL,2020-09-08,1,432,Coffee Table,Living Room,Elegance,Peachtree Home Interiors
88,8076,Miami,FL,2021-04-04,4,800,Chair,Office,CraftsWell,Peachtree Home Interiors
89,3555,Atlanta,GA,2022-11-23,2,470,Dining Table,Dining Room,Elegance,Peachtree Home Interiors
90,9416,Orlando,FL,2021-10-12,2,666,Bookshelf,Living Room,UrbanFurnish,Peachtree Home Interiors
91,6627,Atlanta,GA,2023-03-23,4,1048,Chair,Office,ComfortHome,Peachtree Home Interiors
92,3157,Charlotte,NC,2022-07-05,1,340,Dining Table,Dining Room,ComfortHome,Peachtree Home Interiors
93,6029,Atlanta,GA,2020-05-19,1,423,Sofa,Living Room,Homely,Peachtree Home Interiors
94,7657,Orlando,FL,2023-03-15,4,888,Chair,Office,UrbanFurnish,Peachtree Home Interiors
95,4315,Charlotte,NC,2020-03-12,1,341,Bookshelf,Living Room,ComfortHome,Peachtree Home Interiors
96,4846,Miami,FL,2022-01-02,2,728,Coffee Table,Living Room,ComfortHome,Peachtree Home Interiors
97,8635,Nashville,TN,2021-03-27,5,1370,Bookshelf,Living Room,UrbanFurnish,Peachtree Home Interiors
98,7958,Atlanta,GA,2022-03-06,2,380,Bookshelf,Living Room,Elegance,Peachtree Home Interiors
99,9150,Miami,FL,2022-02-19,5,1165,Bookshelf,Living Room,Elegance,Peachtree Home Interiors
100,4776,Miami,FL,2022-08-06,2,378,Chair,Office,ComfortHome,Peachtree Home Interiors
101,7519,Charlotte,NC,2023-01-19,3,1098,Bookshelf,Living Room,UrbanFurnish,Peachtree Home Interiors
102,4348,Orlando,FL,2020-06-30,2,958,Chair,Office,CraftsWell,Peachtree Home Interiors
103,3526,Charlotte,NC,2023-03-09,5,1010,Chair,Office,UrbanFurnish,Peachtree Home Interiors
104,8383,Nashville,TN,2023-07-19,2,320,Coffee Table,Living Room,ComfortHome,Peachtree Home Interiors
105,1203,Nashville,TN,2022-05-28,2,526,Bookshelf,Living Room,CraftsWell,Peachtree Home Interiors
106,3637,Nashville,TN,2020-06-30,5,765,Bookshelf,Living Room,Homely,Peachtree Home Interiors
107,3046,Nashville,TN,2023-10-16,5,1185,Chair,Office,Elegance,Peachtree Home Interiors
108,5201,Atlanta,GA,2020-03-10,4,392,Dining Table,Dining Room,Homely,Peachtree Home Interiors
109,1235,Atlanta,GA,2022-09-26,2,750,Chair,Office,Homely,Peachtree Home Interiors
110,9004,Nashville,TN,2023-09-01,4,1088,Dining Table,Dining Room,Elegance,Peachtree Home Interiors
111,2351,Orlando,FL,2023-04-24,3,669,Sofa,Living Room,UrbanFurnish,Peachtree Home Interiors
112,9311,Atlanta,GA,2021-11-12,1,260,Sofa,Living Room,Homely,Peachtree Home Interiors
113,7179,Orlando,FL,2021-04-17,1,348,Bookshelf,Living Room,Homely,Peachtree Home Interiors
114,3728,Atlanta,GA,2021-08-14,4,320,Sofa,Living Room,Elegance,Peachtree Home Interiors
115,3038,Miami,FL,2022-06-29,5,1295,Dining Table,Dining Room,Homely,Peachtree Home Interiors
116,2718,Nashville,TN,2020-07-19,1,296,Dining Table,Dining Room,Homely,Peachtree Home Interiors
117,5276,Orlando,FL,2020-02-06,3,1488,Sofa,Living Room,CraftsWell,Peachtree Home Interiors
118,2423,Charlotte,NC,2022-12-22,3,999,Bookshelf,Living Room,Elegance,Peachtree Home Interiors
119,3025,Atlanta,GA,2022-01-23,1,271,Coffee Table,Living Room,Homely,Peachtree Home Interiors
120,9578,Nashville,TN,2023-03-20,4,1904,Dining Table,Dining Room,Elegance,Peachtree Home Interiors
121,7376,Miami,FL,2021-07-18,4,1844,Sofa,Living Room,UrbanFurnish,Peachtree Home Interiors
122,7699,Charlotte,NC,2023-01-16,5,1120,Bookshelf,Living Room,Homely,Peachtree Home Interiors
123,8991,Atlanta,GA,2022-07-18,4,1496,Dining Table,Dining Room,UrbanFurnish,Peachtree Home Interiors
124,6617,Miami,FL,2022-09-21,5,1945,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
125,9235,Miami,FL,2020-02-28,4,1176,Chair,Office,UrbanFurnish,Peachtree Home Interiors
126,5987,Nashville,TN,2022-08-03,5,1425,Coffee Table,Living Room,ComfortHome,Peachtree Home Interiors
127,8074,Atlanta,GA,2021-09-28,3,225,Coffee Table,Living Room,Elegance,Peachtree Home Interiors
128,1216,Orlando,FL,2020-05-14,2,552,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
129,4346,Charlotte,NC,2022-11-09,1,140,Chair,Office,CraftsWell,Peachtree Home Interiors
130,5064,Charlotte,NC,2021-12-11,5,1325,Bookshelf,Living Room,CraftsWell,Peachtree Home Interiors
131,1606,Miami,FL,2023-10-06,3,1428,Dining Table,Dining Room,ComfortHome,Peachtree Home Interiors
132,9655,Orlando,FL,2020-04-03,3,699,Sofa,Living Room,Homely,Peachtree Home Interiors
133,4443,Nashville,TN,2022-11-13,2,838,Bookshelf,Living Room,UrbanFurnish,Peachtree Home Interiors
134,5542,Miami,FL,2021-11-01,3,738,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
135,9544,Atlanta,GA,2022-11-29,4,240,Coffee Table,Living Room,UrbanFurnish,Peachtree Home Interiors
136,2457,Miami,FL,2022-01-16,1,75,Coffee Table,Living Room,Elegance,Peachtree Home Interiors
137,9259,Charlotte,NC,2022-10-16,5,2175,Bookshelf,Living Room,CraftsWell,Peachtree Home Interiors
138,8781,Miami,FL,2023-09-04,5,640,Coffee Table,Living Room,Homely,Peachtree Home Interiors
139,2332,Nashville,TN,2022-09-16,4,1780,Sofa,Living Room,CraftsWell,Peachtree Home Interiors
140,8911,Miami,FL,2022-12-11,3,1299,Dining Table,Dining Room,ComfortHome,Peachtree Home Interiors
141,4027,Orlando,FL,2022-03-30,5,1895,Coffee Table,Living Room,ComfortHome,Peachtree Home Interiors
142,5586,Atlanta,GA,2020-02-22,1,247,Bookshelf,Living Room,Elegance,Peachtree Home Interiors
143,9387,Orlando,FL,2021-05-23,3,888,Bookshelf,Living Room,Homely,Peachtree Home Interiors
144,5308,Charlotte,NC,2021-11-06,1,453,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
145,3675,Charlotte,NC,2021-06-14,4,1812,Sofa,Living Room,Elegance,Peachtree Home Interiors
146,5660,Charlotte,NC,2020-02-17,3,168,Sofa,Living Room,ComfortHome,Peachtree Home Interiors
147,4553,Orlando,FL,2020-12-19,3,204,Bookshelf,Living Room,ComfortHome,Peachtree Home Interiors
148,5128,Nashville,TN,2022-06-08,2,886,Sofa,Living Room,CraftsWell,Peachtree Home Interiors
149,1017,Atlanta,GA,2022-07-23,4,1272,Coffee Table,Living Room,Elegance,Peachtree Home Interiors
150,6193,Nashville,TN,2022-12-05,1,239,Chair,Office,ComfortHome,Peachtree Home Interiors
151,2640,Atlanta,GA,2022-04-08,5,1950,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
152,1435,Atlanta,GA,2020-05-28,5,1540,Bookshelf,Living Room,Homely,Peachtree Home Interiors
153,1804,Nashville,TN,2021-12-29,4,1424,Bookshelf,Living Room,UrbanFurnish,Peachtree Home Interiors
154,3369,Miami,FL,2023-07-01,4,896,Coffee Table,Living Room,UrbanFurnish,Peachtree Home Interiors
155,2393,Charlotte,NC,2022-03-30,2,462,Bookshelf,Living Room,ComfortHome,Peachtree Home Interiors
156,5211,Orlando,FL,2020-08-28,4,1256,Sofa,Living Room,ComfortHome,Peachtree Home Interiors
157,6431,Nashville,TN,2022-02-02,2,522,Coffee Table,Living Room,CraftsWell,Peachtree Home Interiors
158,6161,Charlotte,NC,2023-05-25,5,1015,Sofa,Living Room,UrbanFurnish,Peachtree Home Interiors
159,5823,Nashville,TN,2022-05-27,5,790,Coffee Table,Living Room,Homely,Peachtree Home Interiors
160,8994,Miami,FL,2021-01-24,3,1092,Sofa,Living Room,ComfortHome,Peachtree Home Interiors
161,9395,Atlanta,GA,2021-06-24,2,650,Coffee Table,Living Room,Elegance,Peachtree Home Interiors
162,9289,Charlotte,NC,2022-06-23,2,910,Bookshelf,Living Room,Homely,Peachtree Home Interiors
163,6331,Atlanta,GA,2023-02-05,4,352,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
164,1409,Charlotte,NC,2022-05-14,1,273,Chair,Office,ComfortHome,Peachtree Home Interiors
165,5109,Miami,FL,2022-01-01,1,267,Dining Table,Dining Room,ComfortHome,Peachtree Home Interiors
166,4423,Charlotte,NC,2021-01-06,4,508,Chair,Office,Homely,Peachtree Home Interiors
167,6486,Charlotte,NC,2020-06-29,3,303,Coffee Table,Living Room,Homely,Peachtree Home Interiors
168,6065,Orlando,FL,2020-06-07,4,1372,Bookshelf,Living Room,Homely,Peachtree Home Interiors
169,3996,Orlando,FL,2020-01-13,1,321,Bookshelf,Living Room,UrbanFurnish,Peachtree Home Interiors
170,2892,Nashville,TN,2021-05-27,3,213,Dining Table,Dining Room,UrbanFurnish,Peachtree Home Interiors
171,2741,Orlando,FL,2021-08-06,4,1140,Chair,Office,Homely,Peachtree Home Interiors
172,3401,Charlotte,NC,2023-05-22,2,310,Bookshelf,Living Room,Homely,Peachtree Home Interiors
173,6254,Atlanta,GA,2020-10-01,1,190,Chair,Office,ComfortHome,Peachtree Home Interiors
174,4418,Nashville,TN,2021-10-16,5,2385,Chair,Office,UrbanFurnish,Peachtree Home Interiors
175,6900,Nashville,TN,2023-09-26,3,789,Coffee Table,Living Room,UrbanFurnish,Peachtree Home Interiors
176,7866,Nashville,TN,2023-05-09,5,405,Chair,Office,Elegance,Peachtree Home Interiors
177,9997,Miami,FL,2020-06-15,1,89,Sofa,Living Room,ComfortHome,Peachtree Home Interiors
178,2746,Miami,FL,2022-06-19,3,360,Chair,Office,CraftsWell,Peachtree Home Interiors
179,5907,Miami,FL,2022-12-22,1,375,Sofa,Living Room,UrbanFurnish,Peachtree Home Interiors
180,8400,Atlanta,GA,2021-04-09,3,645,Chair,Office,ComfortHome,Peachtree Home Interiors
181,1309,Orlando,FL,2021-07-01,5,1050,Chair,Office,Elegance,Peachtree Home Interiors
182,3683,Orlando,FL,2022-07-03,2,776,Chair,Office,UrbanFurnish,Peachtree Home Interiors
183,9101,Nashville,TN,2023-05-21,1,334,Bookshelf,Living Room,Homely,Peachtree Home Interiors
184,7913,Charlotte,NC,2023-01-01,1,108,Sofa,Living Room,Homely,Peachtree Home Interiors
185,6381,Miami,FL,2020-06-16,3,993,Dining Table,Dining Room,ComfortHome,Peachtree Home Interiors
186,3515,Atlanta,GA,2020-07-02,1,269,Bookshelf,Living Room,Elegance,Peachtree Home Interiors
187,7845,Orlando,FL,2022-03-03,5,525,Dining Table,Dining Room,ComfortHome,Peachtree Home Interiors
188,3072,Miami,FL,2023-10-01,2,416,Chair,Office,CraftsWell,Peachtree Home Interiors
189,7961,Atlanta,GA,2022-09-17,3,1383,Chair,Office,Homely,Peachtree Home Interiors
190,4370,Charlotte,NC,2021-03-01,3,483,Coffee Table,Living Room,Homely,Peachtree Home Interiors
191,8169,Atlanta,GA,2023-05-29,5,1550,Coffee Table,Living Room,Homely,Peachtree Home Interiors
192,2308,Orlando,FL,2021-12-13,5,2460,Bookshelf,Living Room,CraftsWell,Peachtree Home Interiors
193,3127,Charlotte,NC,2022-03-01,5,560,Chair,Office,Homely,Peachtree Home Interiors
194,1895,Orlando,FL,2020-01-10,2,766,Coffee Table,Living Room,CraftsWell,Peachtree Home Interiors
195,1352,Orlando,FL,2023-09-12,5,1785,Coffee Table,Living Room,ComfortHome,Peachtree Home Interiors
196,3702,Atlanta,GA,2023-04-22,3,360,Coffee Table,Living Room,Elegance,Peachtree Home Interiors
197,9267,Miami,FL,2021-03-31,2,290,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
198,3522,Nashville,TN,2023-10-01,1,58,Dining Table,Dining Room,Homely,Peachtree Home Interiors
199,1751,Atlanta,GA,2020-11-11,2,318,Bookshelf,Living Room,ComfortHome,Peachtree Home Interiors
200,7276,Charlotte,NC,2020-09-12,4,580,Chair,Office,Homely,Peachtree Home Interiors
201,9105,Nashville,TN,2020-03-26,4,1968,Coffee Table,Living Room,ComfortHome,Peachtree Home Interiors
202,2952,Miami,FL,2021-11-12,1,167,Bookshelf,Living Room,CraftsWell,Peachtree Home Interiors
203,3241,Orlando,FL,2021-12-18,4,1420,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
204,6058,Orlando,FL,2023-12-04,4,1840,Dining Table,Dining Room,Elegance,Peachtree Home Interiors
205,1401,Orlando,FL,2022-06-17,2,288,Sofa,Living Room,UrbanFurnish,Peachtree Home Interiors
206,6306,Nashville,TN,2023-07-16,1,184,Sofa,Living Room,Homely,Peachtree Home Interiors
207,5417,Miami,FL,2020-12-25,5,2160,Chair,Office,Elegance,Peachtree Home Interiors
208,1771,Orlando,FL,2021-03-26,2,842,Dining Table,Dining Room,UrbanFurnish,Peachtree Home Interiors
209,6607,Charlotte,NC,2022-07-26,3,1053,Coffee Table,Living Room,ComfortHome,Peachtree Home Interiors
210,8940,Orlando,FL,2023-03-14,1,259,Chair,Office,Elegance,Peachtree Home Interiors
211,9078,Nashville,TN,2020-12-02,1,136,Sofa,Living Room,CraftsWell,Peachtree Home Interiors
212,7708,Charlotte,NC,2022-11-06,2,966,Sofa,Living Room,Elegance,Peachtree Home Interiors
213,5932,Charlotte,NC,2022-11-15,1,431,Coffee Table,Living Room,CraftsWell,Peachtree Home Interiors
214,8760,Miami,FL,2021-10-03,3,759,Coffee Table,Living Room,Elegance,Peachtree Home Interiors
215,1432,Nashville,TN,2023-05-26,2,508,Sofa,Living Room,CraftsWell,Peachtree Home Interiors
216,3332,Nashville,TN,2021-01-29,3,417,Chair,Office,Homely,Peachtree Home Interiors
217,8480,Charlotte,NC,2020-12-04,4,1816,Bookshelf,Living Room,Homely,Peachtree Home Interiors
218,3611,Nashville,TN,2021-11-02,1,386,Chair,Office,UrbanFurnish,Peachtree Home Interiors
219,6174,Miami,FL,2022-03-05,4,1156,Coffee Table,Living Room,Elegance,Peachtree Home Interiors
220,7755,Charlotte,NC,2022-05-13,5,1650,Sofa,Living Room,Elegance,Peachtree Home Interiors
221,9879,Atlanta,GA,2022-06-04,2,648,Sofa,Living Room,Homely,Peachtree Home Interiors
222,4325,Orlando,FL,2020-12-09,3,450,Sofa,Living Room,Elegance,Peachtree Home Interiors
223,9262,Orlando,FL,2023-02-07,3,735,Dining Table,Dining Room,UrbanFurnish,Peachtree Home Interiors
224,7130,Nashville,TN,2021-12-16,2,690,Coffee Table,Living Room,UrbanFurnish,Peachtree Home Interiors
225,3833,Miami,FL,2022-06-09,4,644,Chair,Office,ComfortHome,Peachtree Home Interiors
226,6929,Nashville,TN,2022-07-30,4,224,Coffee Table,Living Room,Elegance,Peachtree Home Interiors
227,8626,Charlotte,NC,2023-12-01,1,215,Chair,Office,Elegance,Peachtree Home Interiors
228,4026,Nashville,TN,2022-10-13,3,1473,Dining Table,Dining Room,CraftsWell,Peachtree Home Interiors
229,5711,Charlotte,NC,2023-08-19,3,549,Bookshelf,Living Room,UrbanFurnish,Peachtree Home Interiors
230,5401,Atlanta,GA,2020-09-24,1,277,Bookshelf,Living Room,UrbanFurnish,Peachtree Home Interiors
231,2645,Orlando,FL,2020-07-19,5,900,Chair,Office,Elegance,Peachtree Home Interiors
232,8364,Miami,FL,2020-12-18,2,334,Dining Table,Dining Room,Elegance,Peachtree Home Interiors
233,3205,Orlando,FL,2020-08-07,1,310,Chair,Office,ComfortHome,Peachtree Home Interiors
234,2885,Miami,FL,2022-06-13,5,500,Sofa,Living Room,Elegance,Peachtree Home Interiors
235,7128,Miami,FL,2021-04-17,4,584,Bookshelf,Living Room,Homely,Peachtree Home Interiors
236,5249,Miami,FL,2022-05-13,2,916,Coffee Table,Living Room,UrbanFurnish,Peachtree Home Interiors
237,9806,Nashville,TN,2022-07-02,2,326,Coffee Table,Living Room,UrbanFurnish,Peachtree Home Interiors
238,8210,Miami,FL,2020-10-25,3,456,Chair,Office,UrbanFurnish,Peachtree Home Interiors
239,2011,Charlotte,NC,2020-09-15,2,152,Chair,Office,ComfortHome,Peachtree Home Interiors
240,9996,Nashville,TN,2021-03-10,1,441,Dining Table,Dining Room,UrbanFurnish,Peachtree Home Interiors
241,2907,Miami,FL,2023-12-31,2,986,Dining Table,Dining Room,ComfortHome,Peachtree Home Interiors
242,7607,Nashville,TN,2023-03-17,5,1645,Bookshelf,Living Room,Homely,Peachtree Home Interiors
243,4309,Miami,FL,2022-08-11,4,1484,Dining Table,Dining Room,Homely,Peachtree Home Interiors
244,1437,Charlotte,NC,2023-07-19,3,594,Sofa,Living Room,Homely,Peachtree Home Interiors
245,3611,Nashville,TN,2022-11-22,5,1110,Coffee Table,Living Room,Homely,Peachtree Home Interiors
246,7480,Orlando,FL,2023-01-30,4,1824,Sofa,Living Room,CraftsWell,Peachtree Home Interiors
247,4113,Nashville,TN,2023-05-01,5,2160,Sofa,Living Room,Elegance,Peachtree Home Interiors
248,2246,Orlando,FL,2020-10-19,4,1388,Chair,Office,Homely,Peachtree Home Interiors
249,9124,Nashville,TN,2020-12-10,1,443,Chair,Office,CraftsWell,Peachtree Home Interiors
250,2835,Miami,FL,2020-06-16,4,312,Chair,Office,UrbanFurnish,Peachtree Home Interiors
251,7012,Atlanta,GA,2022-09-10,5,1085,Sofa,Living Room,Homely,Peachtree Home Interiors
252,1956,Miami,FL,2021-10-18,4,652,Sofa,Living Room,UrbanFurnish,Peachtree Home Interiors
253,2107,Orlando,FL,2021-04-16,2,504,Coffee Table,Living Room,ComfortHome,Peachtree Home Interiors
254,4364,Nashville,TN,2023-12-05,3,1161,Sofa,Living Room,CraftsWell,Peachtree Home Interiors
255,5794,Charlotte,NC,2020-10-06,5,1935,Chair,Office,Elegance,Peachtree Home Interiors
256,6068,Atlanta,GA,2020-03-13,5,315,Coffee Table,Living Room,Elegance,Peachtree Home Interiors
257,3960,Nashville,TN,2021-01-30,1,272,Chair,Office,CraftsWell,Peachtree Home Interiors
258,9580,Miami,FL,2021-07-20,5,2245,Coffee Table,Living Room,CraftsWell,Peachtree Home Interiors
259,1339,Charlotte,NC,2022-04-08,1,244,Sofa,Living Room,ComfortHome,Peachtree Home Interiors
260,6128,Miami,FL,2020-09-09,2,492,Sofa,Living Room,UrbanFurnish,Peachtree Home Interiors
261,8842,Orlando,FL,2020-05-16,4,392,Chair,Office,Elegance,Peachtree Home Interiors
